1. CODIGO DE DOCUMENTO;2. NUMERO DE DOCUMENTO;3. CUENTA CONTABLE REGISTRO;4. IDENTIFICACION DE TERCERO;5. CENTRO DE UTILIDAD;6. CENTRO COSTOS;7. LINEAS DE COSTO;8. FECHA DOCUMENTO (dd/mm/yy);9. VLR DB;10. VLR CR;11. OBSERVACION;12. ESTADO (en fi se maneja, 3=sin confirmar, 4=confirmado, 2 = anulado );13. CODIGO DE CONCEPTO;14. BASE DE RETENCION;15. TASA DE RETENCION (PORCENTAJE DE RETENCION);
FN;21625;24080604;999999999;0;0;0;05/07/19;0;1406;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;7400;19;
FN;21626;11050510;999999999;0;0;0;05/07/19;21508;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;41353803;999999999;03;1012;2;05/07/19;0;3620;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;41353804;999999999;03;1012;2;05/07/19;0;17200;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;61353803;830080649;03;1012;1;05/07/19;3323;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;61353804;830080649;03;1012;1;05/07/19;12842;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;14352005;830080649;0;0;0;05/07/19;0;3323;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;14352010;830080649;0;0;0;05/07/19;0;12842;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21626;24080604;999999999;0;0;0;05/07/19;0;688;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;3621;19;
FN;21627;11050510;999999999;0;0;0;05/07/19;32395;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;41353201;999999999;03;1012;2;05/07/19;0;500;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;41353804;999999999;03;1012;2;05/07/19;0;31800;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;61353201;830080649;03;1012;1;05/07/19;215;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;61353804;830080649;03;1012;1;05/07/19;18416;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;14350505;830080649;0;0;0;05/07/19;0;215;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;14352010;830080649;0;0;0;05/07/19;0;18416;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21627;24080604;999999999;0;0;0;05/07/19;0;95;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;500;19;
FN;21628;11050510;999999999;0;0;0;06/07/19;22020;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;41353803;999999999;03;1012;2;06/07/19;0;2353;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;41353804;999999999;03;1012;2;06/07/19;0;19220;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;61353803;830080649;03;1012;1;06/07/19;2085;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;61353804;830080649;03;1012;1;06/07/19;15725;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;14352005;830080649;0;0;0;06/07/19;0;2085;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;14352010;830080649;0;0;0;06/07/19;0;15725;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21628;24080604;999999999;0;0;0;06/07/19;0;447;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;2353;19;
FN;21629;11050510;999999999;0;0;0;06/07/19;22864;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;41353201;999999999;03;1012;2;06/07/19;0;3200;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;41353803;999999999;03;1012;2;06/07/19;0;3324;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;41353804;999999999;03;1012;2;06/07/19;0;15100;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;61353201;830080649;03;1012;1;06/07/19;765;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;61353803;830080649;03;1012;1;06/07/19;3297;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;61353804;830080649;03;1012;1;06/07/19;9474;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;14350505;830080649;0;0;0;06/07/19;0;765;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;14352005;830080649;0;0;0;06/07/19;0;3297;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;14352010;830080649;0;0;0;06/07/19;0;9474;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21629;24080604;999999999;0;0;0;06/07/19;0;1240;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;6526;19;
FN;21630;11050510;999999999;0;0;0;06/07/19;20800;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;41353201;999999999;03;1012;2;06/07/19;0;250;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;41353202;999999999;03;1012;2;06/07/19;0;2300;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;41353803;999999999;03;1012;2;06/07/19;0;3783;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;41353804;999999999;03;1012;2;06/07/19;0;13700;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;61353201;830080649;03;1012;1;06/07/19;108;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;61353202;830080649;03;1012;1;06/07/19;1228;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;61353803;830080649;03;1012;1;06/07/19;5100;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;61353804;830080649;03;1012;1;06/07/19;11153;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;14350505;830080649;0;0;0;06/07/19;0;108;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;14350510;830080649;0;0;0;06/07/19;0;1228;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;14352005;830080649;0;0;0;06/07/19;0;5100;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;14352010;830080649;0;0;0;06/07/19;0;11153;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21630;24080604;999999999;0;0;0;06/07/19;0;767;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;4037;19;
FN;21631;11050510;999999999;0;0;0;06/07/19;15335;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;41353201;999999999;03;1012;2;06/07/19;0;500;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;41353804;999999999;03;1012;2;06/07/19;0;14740;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;61353201;830080649;03;1012;1;06/07/19;262;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;61353804;830080649;03;1012;1;06/07/19;10526;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;14350505;830080649;0;0;0;06/07/19;0;262;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;14352010;830080649;0;0;0;06/07/19;0;10526;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21631;24080604;999999999;0;0;0;06/07/19;0;95;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;500;19;
FN;21632;11050510;999999999;0;0;0;06/07/19;18666;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;41353202;999999999;03;1012;2;06/07/19;0;2800;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;41353803;999999999;03;1012;2;06/07/19;0;1190;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;41353804;999999999;03;1012;2;06/07/19;0;14450;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;61353202;830080649;03;1012;1;06/07/19;1045;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;61353803;830080649;03;1012;1;06/07/19;1176;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;61353804;830080649;03;1012;1;06/07/19;8752;0;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;14350510;830080649;0;0;0;06/07/19;0;1045;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;14352005;830080649;0;0;0;06/07/19;0;1176;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;14352010;830080649;0;0;0;06/07/19;0;8752;VENTA PARTICULAR MES DE JULIO - 2019;4;;;;
FN;21632;24080604;999999999;0;0;0;06/07/19;0;226;VENTA PARTICULAR MES DE JULIO - 2019;4;RI64;1189;19;
