empresa_id;centro_utilidad;bodega;codigo_id;cantidad;lote;fecha_venvimiento;codigo_id;fecha_registro;conteo
FD;68;68;1100C0991224;100;LOTE1;31/12/2020;1350;12/09/2019;2
